eval_name,fold,feature_set,action_name,action_family,feature,direction,threshold,objective,fired_count,fired_rate,precision,mean_uplift_if_fired,policy_mean_uplift
supplement_leave_new_dataset,Exchange,data,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.35877652657509124,0.05725238902401506,25,0.5952380952380952,0.76,0.0961840135603453,0.05725238902401506
supplement_leave_new_dataset,Exchange,data,placement_decoder_tanh_vs_default,placement,input_range,low,10.730289802804167,0.025225648518686816,22,0.5238095238095238,0.7272727272727273,0.04815805626294756,0.025225648518686816
supplement_leave_new_dataset,Exchange,data,placement_encoder_tanh_vs_default,placement,input_cumulative_change,high,-0.1181661362872147,0.0514331508339949,37,0.8809523809523809,0.7027027027027027,0.05838357662237258,0.0514331508339949
supplement_leave_new_dataset,Exchange,data,placement_output_tanh_matched,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,Exchange,data,placement_output_tanh_vs_best_linear,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,Exchange,data,regime_best_bounded_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1325545569864384,37,0.8809523809523809,0.8918918918918919,0.1504673349575787,0.1325545569864384
supplement_leave_new_dataset,Exchange,data,regime_softsign_vs_default,regime,input_trend,high,0.0,0.10182854032038949,39,0.9285714285714286,0.7692307692307693,0.1096615049604194,0.10182854032038949
supplement_leave_new_dataset,Exchange,data,regime_tanh_sin_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1106825604934382,37,0.8809523809523809,0.8378378378378378,0.12563966326282175,0.1106825604934382
supplement_leave_new_dataset,Exchange,data,regime_tanh_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.11164091771147631,37,0.8809523809523809,0.8648648648648649,0.12672752821302719,0.11164091771147631
supplement_leave_new_dataset,Exchange,frequency,placement_all_tanh_vs_best_split,placement,router_freq_seasonal_peak_strength,low,0.7585883810110137,0.059226733270775,22,0.5238095238095238,0.8181818181818182,0.11306921806238864,0.059226733270775
supplement_leave_new_dataset,Exchange,frequency,placement_decoder_tanh_vs_default,placement,router_timefreq_phase_concentration,low,0.4255124804846899,0.023088075308785757,20,0.47619047619047616,0.7,0.048484958148450094,0.023088075308785757
supplement_leave_new_dataset,Exchange,frequency,placement_encoder_tanh_vs_default,placement,input_daily_cycle_energy_ratio,high,0.5526778326423306,0.04976403893349086,34,0.8095238095238095,0.7058823529411765,0.06147322456490046,0.04976403893349086
supplement_leave_new_dataset,Exchange,frequency,placement_output_tanh_matched,placement,router_timefreq_burstiness_index,low,2.9419340233578035,0.011611109662722205,5,0.11904761904761904,1.0,0.09753332116686653,0.011611109662722205
supplement_leave_new_dataset,Exchange,frequency,placement_output_tanh_vs_best_linear,placement,router_timefreq_burstiness_index,low,2.9419340233578035,0.006436965806879893,5,0.11904761904761904,0.8,0.05407051277779111,0.006436965806879893
supplement_leave_new_dataset,Exchange,frequency,regime_best_bounded_vs_default,regime,input_mid_freq_energy_ratio,high,0.004053005373192334,0.12996988279524832,37,0.8809523809523809,0.8378378378378378,0.14753338047028183,0.12996988279524832
supplement_leave_new_dataset,Exchange,frequency,regime_softsign_vs_default,regime,input_daily_cycle_energy_ratio,high,0.5526778326423306,0.09696940316855042,34,0.8095238095238095,0.7647058823529411,0.11978573332585638,0.09696940316855042
supplement_leave_new_dataset,Exchange,frequency,regime_tanh_sin_vs_default,regime,input_daily_cycle_energy_ratio,high,0.5526778326423306,0.1026091175811142,34,0.8095238095238095,0.8235294117647058,0.12675243936490577,0.1026091175811142
supplement_leave_new_dataset,Exchange,frequency,regime_tanh_vs_default,regime,input_daily_cycle_energy_ratio,high,0.5526778326423306,0.10371893957175243,34,0.8095238095238095,0.8529411764705882,0.12812339594157654,0.10371893957175243
supplement_leave_new_dataset,Exchange,statistical,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.35877652657509124,0.05725238902401506,25,0.5952380952380952,0.76,0.0961840135603453,0.05725238902401506
supplement_leave_new_dataset,Exchange,statistical,placement_decoder_tanh_vs_default,placement,input_range,low,10.730289802804167,0.025225648518686816,22,0.5238095238095238,0.7272727272727273,0.04815805626294756,0.025225648518686816
supplement_leave_new_dataset,Exchange,statistical,placement_encoder_tanh_vs_default,placement,input_cumulative_change,high,-0.1181661362872147,0.0514331508339949,37,0.8809523809523809,0.7027027027027027,0.05838357662237258,0.0514331508339949
supplement_leave_new_dataset,Exchange,statistical,placement_output_tanh_matched,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,Exchange,statistical,placement_output_tanh_vs_best_linear,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,Exchange,statistical,regime_best_bounded_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1325545569864384,37,0.8809523809523809,0.8918918918918919,0.1504673349575787,0.1325545569864384
supplement_leave_new_dataset,Exchange,statistical,regime_softsign_vs_default,regime,input_trend,high,0.0,0.10182854032038949,39,0.9285714285714286,0.7692307692307693,0.1096615049604194,0.10182854032038949
supplement_leave_new_dataset,Exchange,statistical,regime_tanh_sin_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1106825604934382,37,0.8809523809523809,0.8378378378378378,0.12563966326282175,0.1106825604934382
supplement_leave_new_dataset,Exchange,statistical,regime_tanh_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.11164091771147631,37,0.8809523809523809,0.8648648648648649,0.12672752821302719,0.11164091771147631
supplement_leave_new_dataset,Exchange,all_input,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.35877652657509124,0.05725238902401506,25,0.5952380952380952,0.76,0.0961840135603453,0.05725238902401506
supplement_leave_new_dataset,Exchange,all_input,placement_decoder_tanh_vs_default,placement,input_range,low,10.730289802804167,0.025225648518686816,22,0.5238095238095238,0.7272727272727273,0.04815805626294756,0.025225648518686816
supplement_leave_new_dataset,Exchange,all_input,placement_encoder_tanh_vs_default,placement,input_cumulative_change,high,-0.1181661362872147,0.0514331508339949,37,0.8809523809523809,0.7027027027027027,0.05838357662237258,0.0514331508339949
supplement_leave_new_dataset,Exchange,all_input,placement_output_tanh_matched,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,Exchange,all_input,placement_output_tanh_vs_best_linear,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,Exchange,all_input,regime_best_bounded_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1325545569864384,37,0.8809523809523809,0.8918918918918919,0.1504673349575787,0.1325545569864384
supplement_leave_new_dataset,Exchange,all_input,regime_softsign_vs_default,regime,input_trend,high,0.0,0.10182854032038949,39,0.9285714285714286,0.7692307692307693,0.1096615049604194,0.10182854032038949
supplement_leave_new_dataset,Exchange,all_input,regime_tanh_sin_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1106825604934382,37,0.8809523809523809,0.8378378378378378,0.12563966326282175,0.1106825604934382
supplement_leave_new_dataset,Exchange,all_input,regime_tanh_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.11164091771147631,37,0.8809523809523809,0.8648648648648649,0.12672752821302719,0.11164091771147631
supplement_leave_new_dataset,ILI,data,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.35877652657509124,0.05725238902401506,25,0.5952380952380952,0.76,0.0961840135603453,0.05725238902401506
supplement_leave_new_dataset,ILI,data,placement_decoder_tanh_vs_default,placement,input_range,low,10.730289802804167,0.026375320820709258,22,0.5238095238095238,0.7272727272727273,0.05035288520317222,0.026375320820709258
supplement_leave_new_dataset,ILI,data,placement_encoder_tanh_vs_default,placement,input_volatility,high,0.172552539873002,0.05054723893200963,34,0.8095238095238095,0.7352941176470589,0.0624407069160119,0.05054723893200963
supplement_leave_new_dataset,ILI,data,placement_output_tanh_matched,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,ILI,data,placement_output_tanh_vs_best_linear,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,ILI,data,regime_best_bounded_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1325545569864384,37,0.8809523809523809,0.8918918918918919,0.1504673349575787,0.1325545569864384
supplement_leave_new_dataset,ILI,data,regime_softsign_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.10095295346136483,37,0.8809523809523809,0.7837837837837838,0.11459524446965737,0.10095295346136483
supplement_leave_new_dataset,ILI,data,regime_tanh_sin_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1106825604934382,37,0.8809523809523809,0.8378378378378378,0.12563966326282175,0.1106825604934382
supplement_leave_new_dataset,ILI,data,regime_tanh_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.11164091771147631,37,0.8809523809523809,0.8648648648648649,0.12672752821302719,0.11164091771147631
supplement_leave_new_dataset,ILI,frequency,placement_all_tanh_vs_best_split,placement,router_freq_high_freq_noise_share,low,0.009102007619819547,0.0509287679707104,20,0.47619047619047616,0.75,0.10695041273849182,0.0509287679707104
supplement_leave_new_dataset,ILI,frequency,placement_decoder_tanh_vs_default,placement,router_timefreq_phase_concentration,low,0.4291808977669962,0.024596079201487965,22,0.5238095238095238,0.6818181818181818,0.04695615120284067,0.024596079201487965
supplement_leave_new_dataset,ILI,frequency,placement_encoder_tanh_vs_default,placement,input_daily_cycle_energy_ratio,high,0.5526778326423306,0.04976403893349086,34,0.8095238095238095,0.7058823529411765,0.06147322456490046,0.04976403893349086
supplement_leave_new_dataset,ILI,frequency,placement_output_tanh_matched,placement,router_freq_dominant_period_to_horizon_ratio,low,0.6875323054516256,0.012026144542307715,11,0.2619047619047619,0.8181818181818182,0.04591800643426582,0.012026144542307715
supplement_leave_new_dataset,ILI,frequency,placement_output_tanh_vs_best_linear,placement,router_timefreq_burstiness_index,low,2.9419340233578035,0.006436965806879893,5,0.11904761904761904,0.8,0.05407051277779111,0.006436965806879893
supplement_leave_new_dataset,ILI,frequency,regime_best_bounded_vs_default,regime,input_mid_freq_energy_ratio,high,0.004053005373192334,0.12996988279524832,37,0.8809523809523809,0.8378378378378378,0.14753338047028183,0.12996988279524832
supplement_leave_new_dataset,ILI,frequency,regime_softsign_vs_default,regime,input_daily_cycle_energy_ratio,high,0.5526778326423306,0.09696940316855042,34,0.8095238095238095,0.7647058823529411,0.11978573332585638,0.09696940316855042
supplement_leave_new_dataset,ILI,frequency,regime_tanh_sin_vs_default,regime,input_daily_cycle_energy_ratio,high,0.5526778326423306,0.1026091175811142,34,0.8095238095238095,0.8235294117647058,0.12675243936490577,0.1026091175811142
supplement_leave_new_dataset,ILI,frequency,regime_tanh_vs_default,regime,input_daily_cycle_energy_ratio,high,0.5526778326423306,0.10371893957175243,34,0.8095238095238095,0.8529411764705882,0.12812339594157654,0.10371893957175243
supplement_leave_new_dataset,ILI,statistical,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.35877652657509124,0.05725238902401506,25,0.5952380952380952,0.76,0.0961840135603453,0.05725238902401506
supplement_leave_new_dataset,ILI,statistical,placement_decoder_tanh_vs_default,placement,input_range,low,10.730289802804167,0.026375320820709258,22,0.5238095238095238,0.7272727272727273,0.05035288520317222,0.026375320820709258
supplement_leave_new_dataset,ILI,statistical,placement_encoder_tanh_vs_default,placement,input_volatility,high,0.172552539873002,0.05054723893200963,34,0.8095238095238095,0.7352941176470589,0.0624407069160119,0.05054723893200963
supplement_leave_new_dataset,ILI,statistical,placement_output_tanh_matched,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,ILI,statistical,placement_output_tanh_vs_best_linear,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,ILI,statistical,regime_best_bounded_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1325545569864384,37,0.8809523809523809,0.8918918918918919,0.1504673349575787,0.1325545569864384
supplement_leave_new_dataset,ILI,statistical,regime_softsign_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.10095295346136483,37,0.8809523809523809,0.7837837837837838,0.11459524446965737,0.10095295346136483
supplement_leave_new_dataset,ILI,statistical,regime_tanh_sin_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1106825604934382,37,0.8809523809523809,0.8378378378378378,0.12563966326282175,0.1106825604934382
supplement_leave_new_dataset,ILI,statistical,regime_tanh_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.11164091771147631,37,0.8809523809523809,0.8648648648648649,0.12672752821302719,0.11164091771147631
supplement_leave_new_dataset,ILI,all_input,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.35877652657509124,0.05725238902401506,25,0.5952380952380952,0.76,0.0961840135603453,0.05725238902401506
supplement_leave_new_dataset,ILI,all_input,placement_decoder_tanh_vs_default,placement,input_range,low,10.730289802804167,0.026375320820709258,22,0.5238095238095238,0.7272727272727273,0.05035288520317222,0.026375320820709258
supplement_leave_new_dataset,ILI,all_input,placement_encoder_tanh_vs_default,placement,input_volatility,high,0.172552539873002,0.05054723893200963,34,0.8095238095238095,0.7352941176470589,0.0624407069160119,0.05054723893200963
supplement_leave_new_dataset,ILI,all_input,placement_output_tanh_matched,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,ILI,all_input,placement_output_tanh_vs_best_linear,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,ILI,all_input,regime_best_bounded_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1325545569864384,37,0.8809523809523809,0.8918918918918919,0.1504673349575787,0.1325545569864384
supplement_leave_new_dataset,ILI,all_input,regime_softsign_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.10095295346136483,37,0.8809523809523809,0.7837837837837838,0.11459524446965737,0.10095295346136483
supplement_leave_new_dataset,ILI,all_input,regime_tanh_sin_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.1106825604934382,37,0.8809523809523809,0.8378378378378378,0.12563966326282175,0.1106825604934382
supplement_leave_new_dataset,ILI,all_input,regime_tanh_vs_default,regime,input_anomaly_density_intensity,low,0.06909888537249925,0.11164091771147631,37,0.8809523809523809,0.8648648648648649,0.12672752821302719,0.11164091771147631
supplement_leave_new_dataset,Weather,data,placement_all_tanh_vs_best_split,placement,input_kurtosis,low,-0.35877652657509124,0.05725238902401506,25,0.5952380952380952,0.76,0.0961840135603453,0.05725238902401506
supplement_leave_new_dataset,Weather,data,placement_decoder_tanh_vs_default,placement,input_range,low,10.730133211740133,0.026588247967111345,25,0.5952380952380952,0.72,0.04466825658474706,0.026588247967111345
supplement_leave_new_dataset,Weather,data,placement_encoder_tanh_vs_default,placement,input_downside_volatility,high,0.30962637362017487,0.051654623167047914,34,0.8095238095238095,0.7352941176470589,0.06380865214752977,0.051654623167047914
supplement_leave_new_dataset,Weather,data,placement_output_tanh_matched,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,Weather,data,placement_output_tanh_vs_best_linear,placement,abstain,none,,0.0,0,0.0,,,0.0
supplement_leave_new_dataset,Weather,data,regime_best_bounded_vs_default,regime,input_volatility,high,0.0,0.13178277514594935,42,1.0,0.8809523809523809,0.13178277514594935,0.13178277514594935
supplement_leave_new_dataset,Weather,data,regime_softsign_vs_default,regime,input_mean,high,4.34808173147137,0.10116634994613116,37,0.8809523809523809,0.7837837837837838,0.11483747831722994,0.10116634994613116
supplement_leave_new_dataset,Weather,data,regime_tanh_sin_vs_default,regime,input_mean,high,4.34808173147137,0.10756487892998914,37,0.8809523809523809,0.8108108108108109,0.12210067337998765,0.10756487892998914
supplement_leave_new_dataset,Weather,data,regime_tanh_vs_default,regime,input_mean,high,4.34808173147137,0.10916363576049692,37,0.8809523809523809,0.8378378378378378,0.12391547843083436,0.10916363576049692
supplement_leave_new_dataset,Weather,frequency,placement_all_tanh_vs_best_split,placement,input_low_freq_energy_ratio,high,0.8906794075414899,0.05107722037708223,28,0.6666666666666666,0.6428571428571429,0.07661583056562335,0.05107722037708223
supplement_leave_new_dataset,Weather,frequency,placement_decoder_tanh_vs_default,placement,router_timefreq_phase_concentration,low,0.4669395055207142,0.026346384937038638,34,0.8095238095238095,0.6470588235294118,0.03254553433398891,0.026346384937038638
supplement_leave_new_dataset,Weather,frequency,placement_encoder_tanh_vs_default,placement,router_freq_seasonal_peak_strength,high,0.2765854103710666,0.05050178820279062,28,0.6666666666666666,0.75,0.07575268230418596,0.05050178820279062
supplement_leave_new_dataset,Weather,frequency,placement_output_tanh_matched,placement,router_timefreq_burstiness_index,low,2.9419340233578035,0.011611109662722205,5,0.11904761904761904,1.0,0.09753332116686653,0.011611109662722205
supplement_leave_new_dataset,Weather,frequency,placement_output_tanh_vs_best_linear,placement,router_timefreq_burstiness_index,low,2.9419340233578035,0.006436965806879893,5,0.11904761904761904,0.8,0.05407051277779111,0.006436965806879893
